"Employee Number","First Name","Last Name","Email Address","Department","Job Level","Tenure","Tenure Date","Pay Rate","Base Comp","Gender","Ethnicity","Report Effective Date"
"00000421","Sahheeda","al-Salim","sahheeda.al-salim@widgetcorp.com","Sales","Associate",3.9417380429828,2016-07-13,31.6,65721.5013970608,"Female",6,2020-06-22
"00000424","Courtland","Tisby","courtland.tisby@widgetcorp.com","Sales","Associate",3.92389753989673,2016-07-19,34.73,72235.2151984191,"Male",3,2020-06-22
"00000441","Gabriel","Dawson","gabriel.dawson@widgetcorp.com","Sales","Analyst",3.76910422418712,2016-09-14,26.74,55612.6764331243,"Male",1,2020-06-22
"00000461","Sandeep","Spoor","sandeep.spoor@widgetcorp.com","Sales","Manager",3.524269188134,2016-12-12,47.24,98265.1691684838,"Male",2,2020-06-22
"00000462","Jaabir","el-Rad","jaabir.el-rad@widgetcorp.com","Sales","Analyst",3.51645001328868,2016-12-15,27.09,56342.4188627141,"Male",6,2020-06-22
"00000463","John","Marton","john.marton@widgetcorp.com","Sales","Analyst",3.51283659575922,2016-12-16,31.07,64626.9915064523,"Male",1,2020-06-22
"00000465","Awn","al-Munir","awn.al-munir@widgetcorp.com","Sales","Associate",3.49653650226381,2016-12-22,49.9,103781.945089275,"Male",6,2020-06-22
"00000474","Stephanie","Saucedo","stephanie.saucedo@widgetcorp.com","Sales","Analyst",3.40415375412249,2017-01-25,28.51,59309.8830564761,"Female",4,2020-06-22
"00000477","Monica","Tampubolon","monica.tampubolon@widgetcorp.com","Sales","Analyst",3.38266545195278,2017-02-02,28.98,60280.3958998862,"Female",2,2020-06-22
"00000480","Joseph","Bashir","joseph.bashir@widgetcorp.com","Sales","Analyst",3.35435404851303,2017-02-12,31.67,65880.2842843349,"Male",3,2020-06-22
"00000483","Kyle","Rush-Miller","kyle.rush-miller@widgetcorp.com","Sales","Associate",3.32684215523998,2017-02-22,50.21,104442.11293266,"Male",5,2020-06-22
"00000490","Naaji","al-Saah","naaji.al-saah@widgetcorp.com","Sales","Associate",3.25439011330059,2017-03-21,36.61,76155.6893826172,"Male",6,2020-06-22
"00000493","Tyler","O'Neil","tyler.o'neil@widgetcorp.com","Sales","Analyst",3.16651323917081,2017-04-22,29.92,62242.371184113,"Female",5,2020-06-22
"00000494","Moises","Govea","moises.govea@widgetcorp.com","Sales","Analyst",3.15438463377189,2017-04-26,38.2,79453.4644958725,"Male",4,2020-06-22
"00000499","Sherleen","Dolma","sherleen.dolma@widgetcorp.com","Sales","Analyst",3.05092580567194,2017-06-03,26.29,54685.3564773231,"Female",2,2020-06-22
"00000505","Edgar","Aguilar","edgar.aguilar@widgetcorp.com","Sales","Analyst",2.98115314486291,2017-06-29,29.2,60727.2790104177,"Male",4,2020-06-22
"00000506","Rafael","Lewis","rafael.lewis@widgetcorp.com","Sales","Associate",2.97123524388887,2017-07-02,40.02,83242.2123775364,"Male",3,2020-06-22
"00000517","Israel","Chavez","israel.chavez@widgetcorp.com","Sales","Analyst",2.74802067820827,2017-09-22,36.46,75846.2810506713,"Male",4,2020-06-22
"00000524","Feliz","Barela","feliz.barela@widgetcorp.com","Sales","Analyst",2.60337147693704,2017-11-14,26.26,54625.3451224239,"Female",4,2020-06-22
"00000528","Tam","Parker","tam.parker@widgetcorp.com","Sales","Associate",2.46072758594646,2018-01-05,28.55,59384.7914628595,"Female",2,2020-06-22
"00000529","Majeeda","el-Dajani","majeeda.el-dajani@widgetcorp.com","Sales","Analyst",2.3996828415814,2018-01-27,26.22,54533.0918368812,"Female",6,2020-06-22
"00000531","Brianna","Hernandez","brianna.hernandez@widgetcorp.com","Sales","Analyst",2.37142974255384,2018-02-06,27.28,56733.8814796442,"Female",4,2020-06-22
"00000543","Rahul","Nay","rahul.nay@widgetcorp.com","Sales","Analyst",1.8131461661912,2018-08-29,28.82,59945.4721895432,"Male",2,2020-06-22
"00000544","Khairiya","el-Malak","khairiya.el-malak@widgetcorp.com","Sales","Analyst",1.81036847410701,2018-08-30,25.56,53158.7333368094,"Female",6,2020-06-22
"00000550","Matthew","Stepp","matthew.stepp@widgetcorp.com","Sales","Analyst",1.41576973186247,2019-01-21,30.98,64431.7196940854,"Male",5,2020-06-22
"00000050","Tyler","Martinez","tyler.martinez@widgetcorp.com","Saless","Director",8.6746827868685,2011-10-19,70.34,146313.336510726,"Male",1,2020-06-22
"00000066","Daevon","Alexander","daevon.alexander@widgetcorp.com","Saless","Director",8.14036308368522,2012-05-01,45.95,95577.1209012509,"Male",3,2020-06-22
"00000115","Aimanehi","Ross","aimanehi.ross@widgetcorp.com","Saless","Director",7.13140391145728,2013-05-05,45.28,94176.1825146138,"Female",3,2020-06-22
"00000146","Michael","Tveter","michael.tveter@widgetcorp.com","Saless","Director",6.70696932933896,2013-10-07,62.77,130566.741400406,"Male",1,2020-06-22
"00000226","Zaaida","el-Sinai","zaaida.el-sinai@widgetcorp.com","Saless","VP",5.74260238437286,2014-09-24,50,103991.126149892,"Female",6,2020-06-22
"00000240","Rylie","Oyebi","rylie.oyebi@widgetcorp.com","Saless","Analyst",5.62342116759347,2014-11-07,25.78,53623.4704048642,"Female",1,2020-06-22
"00000244","Jumail","al-Kazi","jumail.al-kazi@widgetcorp.com","Saless","Analyst",5.57916503272665,2014-11-23,31.96,66468.9805357253,"Male",6,2020-06-22
"00000277","Roy","Silva-Arreola","roy.silva-arreola@widgetcorp.com","Saless","Manager",5.34324037829462,2015-02-17,53.36,110984.449261547,"Male",4,2020-06-22
"00000310","Alicia","Cook","alicia.cook@widgetcorp.com","Saless","Associate",5.05324034336213,2015-06-03,33.71,70118.2703074509,"Female",3,2020-06-22
"00000317","Erin","Wynn","erin.wynn@widgetcorp.com","Saless","Manager",5.01257506740054,2015-06-18,38.73,80557.2124396656,"Female",5,2020-06-22
"00000326","Teryl","Stacy","teryl.stacy@widgetcorp.com","Saless","Associate",4.93422534938032,2015-07-16,31.84,66218.8256456145,"Female",1,2020-06-22
"00000362","Sydney","Sands","sydney.sands@widgetcorp.com","Saless","Manager",4.55778726814901,2015-12-01,35.45,73735.1745950466,"Female",4,2020-06-22
"00000389","Saara","al-Fahmy","saara.al-fahmy@widgetcorp.com","Saless","Associate",4.30305404281496,2016-03-03,33.51,69700.9477396181,"Female",6,2020-06-22
"00000405","Jessica","Desmarais","jessica.desmarais@widgetcorp.com","Saless","Manager",4.21685123063588,2016-04-03,37.56,78125.2682707143,"Female",2,2020-06-22
"00000407","Cindy","Montanez","cindy.montanez@widgetcorp.com","Saless","VP",4.20065767972109,2016-04-09,44.55,92655.242478184,"Female",4,2020-06-22
"00000432","Moon Ho","Cave","moon ho.cave@widgetcorp.com","Saless","Analyst",3.83218804661008,2016-08-22,38.21,79486.2645206756,"Male",2,2020-06-22
"00000443","Jacob","Raiburn","jacob.raiburn@widgetcorp.com","Saless","Analyst",3.76664715551525,2016-09-15,35.52,73878.6013706119,"Male",1,2020-06-22
"00000491","Dayshalai","Arguello","dayshalai.arguello@widgetcorp.com","Saless","Analyst",3.21350254120206,2017-04-05,26.42,54946.3586089625,"Female",3,2020-06-22
